detectprob,binary_resp,SubjID,condition,training
0.0,1,2,3,0
1.0,1,3,2,1
0.0,0,3,2,0
0.354433956288146,0,3,2,0
0.0,0,3,2,0
0.354433956288146,0,3,2,0
0.354433956288146,0,3,2,0
0.354433956288146,1,3,2,0
0.354433956288146,0,3,2,0
0.354433956288146,0,3,2,0
0.221499749889952,0,3,2,0
0.354433956288146,0,3,2,0
0.354433956288146,0,3,2,0
0.354433956288146,0,3,2,0
0.354433956288146,0,3,2,0
0.514430208883956,1,3,2,0
0.354433956288146,0,3,2,0
0.221499749889952,0,3,2,0
0.354433956288146,0,3,2,0
0.514430208883956,1,3,2,0
0.221499749889952,0,3,2,0
0.221499749889952,0,3,2,0
0.354433956288146,0,3,2,0
0.0,0,3,2,0
0.354433956288146,0,3,2,0
0.221499749889952,0,3,2,0
0.0,0,3,2,0
0.514430208883956,0,3,2,0
0.354433956288146,0,3,2,0
0.0,0,3,2,0
0.0,0,3,2,0
0.0,0,3,2,0
0.354433956288146,0,3,2,0
0.0,0,3,2,0
0.0,0,3,2,0
0.0,0,3,2,0
0.221499749889952,0,3,2,0
0.354433956288146,1,3,2,0
0.514430208883956,0,3,2,0
0.221499749889952,0,3,2,0
0.221499749889952,0,3,2,0
0.354433956288146,0,3,2,0
0.0,0,3,2,0
0.221499749889952,0,3,2,0
